"Statistic Label","Year","County","UNIT","VALUE"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Roscommon","Euro Million","865.47"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Sligo","Euro Million","1016.57"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Tipperary","Euro Million","2445.83"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Waterford","Euro Million","1877.8"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Westmeath","Euro Million","1327.53"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Wexford","Euro Million","2057.28"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2007","Co. Wicklow","Euro Million","2479.11"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Ireland","Euro Million","81172.61"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Carlow","Euro Million","819.08"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Cavan","Euro Million","1029.14"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Clare","Euro Million","1905.82"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Cork","Euro Million","8976.99"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Donegal","Euro Million","1817.64"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Dublin","Euro Million","27781.86"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Galway","Euro Million","3960.02"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Kerry","Euro Million","1930.97"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Kildare","Euro Million","4351.43"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Kilkenny","Euro Million","1506.26"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Laois","Euro Million","1241.1"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Leitrim","Euro Million","450.64"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Limerick","Euro Million","3202.13"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Longford","Euro Million","534.25"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Louth","Euro Million","2064.91"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Mayo","Euro Million","1814.82"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Meath","Euro Million","3582.59"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Monaghan","Euro Million","891.81"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Offaly","Euro Million","1142.42"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Roscommon","Euro Million","910.67"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Sligo","Euro Million","1031.32"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Tipperary","Euro Million","2339.58"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Waterford","Euro Million","1880.92"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Westmeath","Euro Million","1351.34"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Wexford","Euro Million","2115.58"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2008","Co. Wicklow","Euro Million","2539.35"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Ireland","Euro Million","74007.84"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Carlow","Euro Million","735.36"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Cavan","Euro Million","956.78"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Clare","Euro Million","1682.69"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Cork","Euro Million","8295.77"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Donegal","Euro Million","1692.46"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Dublin","Euro Million","25234.07"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Galway","Euro Million","3664.33"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Kerry","Euro Million","1813.02"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Kildare","Euro Million","3980.4"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Kilkenny","Euro Million","1350.99"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Laois","Euro Million","1134.7"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Leitrim","Euro Million","415.84"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Limerick","Euro Million","2900.84"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Longford","Euro Million","470.55"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Louth","Euro Million","1905.65"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Mayo","Euro Million","1699.8"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Meath","Euro Million","3196.44"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Monaghan","Euro Million","774.01"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Offaly","Euro Million","1004.05"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Roscommon","Euro Million","836.31"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Sligo","Euro Million","978.19"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Tipperary","Euro Million","2210.56"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Waterford","Euro Million","1648.38"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Westmeath","Euro Million","1237.35"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Wexford","Euro Million","1855.07"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2009","Co. Wicklow","Euro Million","2334.24"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Ireland","Euro Million","69392.64"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Carlow","Euro Million","662.22"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Cavan","Euro Million","870.78"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Clare","Euro Million","1618.59"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Cork","Euro Million","7769.08"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Donegal","Euro Million","1584.23"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Dublin","Euro Million","23836"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Galway","Euro Million","3484.31"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Kerry","Euro Million","1642.89"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Kildare","Euro Million","3648"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Kilkenny","Euro Million","1208.98"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Laois","Euro Million","1043.95"
"Compensation of Employees (i.e. Wages and Salaries, Benefits in kind, Employers' social insurance contribution)","2010","Co. Leitrim","Euro Million","391.27"
